Sample_ID,Category,Bins,Contig_ID,Matched_Species,Abbreviated_Gene_Name,Counts,Protein Accession,ARO_ID,Percentage of identical matches, Alignment length,Number of mismatches,Number of gap openings,Start of alignment in query,End of alignment in query,Start of alignment in subject, End of alignment in subject,Expected value,Bit score,CVTERM ID,Model Sequence ID,Model ID,ARO_Name,DNA Accession,AMR Gene Family,Drug/Antibiotics_Class,Resistance Mechanism,,,,
SRR5240663,Ambulances,SRR5240663_bin.19,xx92,Pseudomonas aeruginosa (taxid 287),Paer_CpxR,4,SIP52035.1,ARO:3004054,100,225,0,0,61083,60409,1,225,6.01E-143,444,41119,4526,2685,Pseudomonas aeruginosa CpxR,LT673656.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240663,Ambulances,SRR5240663_bin.19,xx177,Pseudomonas aeruginosa (taxid 287),Paer_gyrA_FLO,1,AAG06556.1,ARO:3003684,100,923,0,0,34737,31969,1,923,0,1744,40319,5277,2196,Pseudomonas aeruginosa gyrA conferring resistance to fluoroquinolones,AE004091.2,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,,,,
SRR5240677,Ambulances,SRR5240677_bin.6,xx93,Delftia tsuruhatensis (taxid 180282),sul1,1,AEJ33969.1,ARO:3000410,100,75,0,0,52099,51875,205,279,2.04E-39,149,36549,340,1070,sul1,JF969163.1,sulfonamide resistant sul,sulfonamide antibiotic;sulfone antibiotic,antibiotic target replacement,,,,
SRR5240681,Ambulances,SRR5240681_bin.1,xx274,Pseudomonas luteola (taxid 47886),LUT-4,1,WP_063860830.1,ARO:3006946,100,296,0,0,28,915,1,296,4.09E-190,581,45408,7132,4757,LUT-4,NG_049287.1,LUT beta-lactamase,cephalosporin,antibiotic inactivation,,,,
SRR5240345,Ambulances,SRR5240345_bin.2,xx30,Enterococcus faecalis ARO1/DG (taxid 565651),Efae_gshF_DAP,2,AMR95642.1,ARO:3003805,99.9,756,1,0,122224,124491,1,756,0,1497,40490,5214,2305,Enterococcus faecalis gshF with mutation conferring daptomycin resistance,CP014949.1,daptomycin resistant gshF,peptide antibiotic,antibiotic target alteration,,,,
SRR5240351,Ambulances,SRR5240351_bin.1,xx178,Staphylococcus aureus subsp. aureus JKD6159 (taxid 869816),Saur_ileS_MUP,7,CAA52296.1,ARO:3003729,99.9,917,1,0,4363,1613,1,917,0,1860,40418,3538,2276,Staphylococcus aureus ileS with mutation conferring resistance to mupirocin,X74219.1,antibiotic-resistant isoleucyl-tRNA synthetase (ileS),mupirocin-like antibiotic,antibiotic target alteration,,,,
SRR5240355,Ambulances,SRR5240355_bin.1,xx82,Enterococcus faecalis ARO1/DG (taxid 565651),Efae_gshF_DAP,1,AMR95642.1,ARO:3003805,99.9,756,1,0,3412,5679,1,756,0,1497,40490,5214,2305,Enterococcus faecalis gshF with mutation conferring daptomycin resistance,CP014949.1,daptomycin resistant gshF,peptide antibiotic,antibiotic target alteration,,,,
SRR5240471,Ambulances,SRR5240471_bin.4,xx76,Enterococcus faecalis ARO1/DG (taxid 565651),Efae_gshF_DAP,1,AMR95642.1,ARO:3003805,99.9,756,1,0,25745,28012,1,756,0,1497,40490,5214,2305,Enterococcus faecalis gshF with mutation conferring daptomycin resistance,CP014949.1,daptomycin resistant gshF,peptide antibiotic,antibiotic target alteration,,,,
SRR5240477,Ambulances,SRR5240477_bin.5,xx377,Enterococcus faecalis D32 (taxid 1206105),IreK,1,WKR28567.1,ARO:3007678,99.9,718,1,0,2231,78,1,718,0,1345,46460,8733,6005,IreK,CP124778.1,Serine/threonine kinases,cephalosporin,reduced permeability to antibiotic,,,,
SRR5240589,Ambulances,SRR5240589_bin.2,xx245,Enterococcus faecalis V583 (taxid 226185),Efae_gshF_DAP,1,AMR95642.1,ARO:3003805,99.9,756,1,0,12973,10706,1,756,0,1497,40490,5214,2305,Enterococcus faecalis gshF with mutation conferring daptomycin resistance,CP014949.1,daptomycin resistant gshF,peptide antibiotic,antibiotic target alteration,,,,
SRR5240663,Ambulances,SRR5240663_bin.19,xx7,Pseudomonas aeruginosa PA14 (taxid 652611),MexW,1,AAG07763.1,ARO:3003031,99.9,1018,1,0,65900,68953,1,1018,0,1902,39465,3462,2208,MexW,NC_002516.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics;fluoroquinolone antibiotic;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240663,Ambulances,SRR5240663_bin.19,xx23,Pseudomonas aeruginosa PAK (taxid 1009714),MexI,2,AAG07594.1,ARO:3000808,99.9,1029,1,0,6402,3316,1,1029,0,1908,37188,5392,1647,MexI,AE004091.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics;fluoroquinolone antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240663,Ambulances,SRR5240663_bin.19,xx28,Pseudomonas aeruginosa 39016 (taxid 798130),TriC,1,AAG03548.1,ARO:3003681,99.9,1015,1,0,110004,106960,1,1015,0,1925,40316,5383,2194,TriC,AE004091.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics,antibiotic efflux,,,,
SRR5240319,Ambulances,SRR5240319_bin.6,xx527,Enterococcus faecium (taxid 1352),Efac_cls_DAP,1,ALL09868.1,ARO:3003092,99.8,482,1,0,1684,3129,2,483,0,946,39639,4733,1175,Enterococcus faecium cls conferring resistance to daptomycin,CP013009.1,daptomycin resistant cls,peptide antibiotic,antibiotic target alteration,,,,
SRR5240350,Ambulances,SRR5240350_bin.4,xx875,Staphylococcus epidermidis (taxid 1282),qacA,1,BAJ09383.1,ARO:3003046,99.8,514,1,0,1317,2858,1,514,0,945,39480,265,372,qacA,AB566411.1,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,,,,
SRR5240351,Ambulances,SRR5240351_bin.1,xx105,Staphylococcus aureus M1 (taxid 1305598),Saur_rpoC_DAP,1,CAG39569.1,ARO:3003291,99.8,1207,2,0,24403,20783,1,1207,0,2367,39875,5406,794,Staphylococcus aureus rpoC conferring resistance to daptomycin,BX571856.1,daptomycin-resistant beta prime subunit of RNA polymerase (rpoC),peptide antibiotic,antibiotic target alteration,,,,
SRR5240351,Ambulances,SRR5240351_bin.1,xx137,Staphylococcus aureus (taxid 1280),tet(38),1,AAV80464.1,ARO:3000565,99.8,450,1,0,12531,11182,1,450,3.31E-267,810,36704,537,1835,tet(38),AY825285.1,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,,,,
SRR5240357,Ambulances,SRR5240357_bin.2,xx96,Enterococcus faecalis (taxid 1351),Efae_YybT_DAP,1,AAO79895.1,ARO:3003797,99.8,658,1,0,29117,31090,1,658,0,1222,40482,5217,2301,Enterococcus faecalis YybT with mutation conferring daptomycin resistance,AE016830.1,daptomycin resistant YybT,peptide antibiotic,antibiotic target alteration,,,,
SRR5240471,Ambulances,SRR5240471_bin.4,xx24,Enterococcus faecalis ATCC 29212 (taxid 1201292),Efae_YybT_DAP,1,AAO79895.1,ARO:3003797,99.8,658,1,0,85667,83694,1,658,0,1225,40482,5217,2301,Enterococcus faecalis YybT with mutation conferring daptomycin resistance,AE016830.1,daptomycin resistant YybT,peptide antibiotic,antibiotic target alteration,,,,
SRR5240472,Ambulances,SRR5240472_bin.5,xx53,Staphylococcus aureus subsp. aureus JKD6159 (taxid 869816),Saur_ileS_MUP,3,CAA52296.1,ARO:3003729,99.8,917,2,0,93087,95837,1,917,0,1858,40418,3538,2276,Staphylococcus aureus ileS with mutation conferring resistance to mupirocin,X74219.1,antibiotic-resistant isoleucyl-tRNA synthetase (ileS),mupirocin-like antibiotic,antibiotic target alteration,,,,
SRR5240472,Ambulances,SRR5240472_bin.5,xx85,Staphylococcus aureus subsp. aureus str. JKD6008 (taxid 546342),Saur_rpoC_DAP,1,CAG39569.1,ARO:3003291,99.8,1207,2,0,27511,31131,1,1207,0,2367,39875,5406,794,Staphylococcus aureus rpoC conferring resistance to daptomycin,BX571856.1,daptomycin-resistant beta prime subunit of RNA polymerase (rpoC),peptide antibiotic,antibiotic target alteration,,,,
SRR5240472,Ambulances,SRR5240472_bin.5,xx94,Staphylococcus aureus subsp. aureus CN1 (taxid 1193576),Saur_walK_DAP,1,CAG39047.1,ARO:3003794,99.8,608,1,0,15986,17809,1,608,0,1160,40479,3565,2299,Staphylococcus aureus walK with mutation conferring resistance to daptomycin,BX571856.1,daptomycin resistant walK,peptide antibiotic,antibiotic target alteration,,,,
SRR5240472,Ambulances,SRR5240472_bin.5,xx136,Staphylococcus aureus RF122 (taxid 273036),tet(38),1,AAV80464.1,ARO:3000565,99.8,450,1,0,27435,28784,1,450,1.12E-266,808,36704,537,1835,tet(38),AY825285.1,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux,,,,
SRR5240477,Ambulances,SRR5240477_bin.5,xx228,Enterococcus faecalis (taxid 1351),Efae_YybT_DAP,1,AAO79895.1,ARO:3003797,99.8,658,1,0,18647,20620,1,658,0,1222,40482,5217,2301,Enterococcus faecalis YybT with mutation conferring daptomycin resistance,AE016830.1,daptomycin resistant YybT,peptide antibiotic,antibiotic target alteration,,,,
SRR5240529,Ambulances,SRR5240529_bin.1,xx3,Cutibacterium acnes TypeIA2 P.acn31 (taxid 1114969),Cacn_gyrA_FLO,1,AER05434.1,ARO:3003974,99.8,891,2,0,149971,147299,1,891,0,1727,40779,4442,2462,Cutibacterium acnes gyrA conferring resistance to fluoroquinolones,CP003084.1,fluoroquinolone resistant gyrA,fluoroquinolone antibiotic;nybomycin-like antibiotic,antibiotic target alteration,,,,
SRR5240589,Ambulances,SRR5240589_bin.2,xx109,Enterococcus faecalis ATCC 29212 (taxid 1201292),Efae_YybT_DAP,1,AAO79895.1,ARO:3003797,99.8,658,1,0,15220,13247,1,658,0,1225,40482,5217,2301,Enterococcus faecalis YybT with mutation conferring daptomycin resistance,AE016830.1,daptomycin resistant YybT,peptide antibiotic,antibiotic target alteration,,,,
SRR5240608,Ambulances,SRR5240608_bin.3,xx303,Staphylococcus hominis subsp. hominis (taxid 145391),qacA,1,BAJ09383.1,ARO:3003046,99.8,514,1,0,5071,6612,1,514,6.57e-316,945,39480,265,372,qacA,AB566411.1,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,,,,
SRR5240663,Ambulances,SRR5240663_bin.19,xx10,Pseudomonas aeruginosa 39016 (taxid 798130),cprS,1,AAG06466.1,ARO:3005064,99.8,431,1,0,275567,276859,1,431,1.72E-273,830,43268,6099,3804,cprS,AE004091.2,pmr phosphoethanolamine transferase,peptide antibiotic,antibiotic efflux;antibiotic target alteration,,,,
SRR5240351,Ambulances,SRR5240351_bin.1,xx78,Staphylococcus aureus subsp. aureus JKD6159 (taxid 869816),Saur_norA,1,BAA14147.1,ARO:3004667,99.7,388,1,0,32694,31531,1,388,2.17E-241,734,42714,5552,3367,Staphylococcus aureus norA,D90119.1,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux,,,,
SRR5240357,Ambulances,SRR5240357_bin.2,xx57,Enterococcus faecalis ARO1/DG (taxid 565651),Efae_gshF_DAP,2,AMR95642.1,ARO:3003805,99.7,756,2,0,12653,10386,1,756,0,1496,40490,5214,2305,Enterococcus faecalis gshF with mutation conferring daptomycin resistance,CP014949.1,daptomycin resistant gshF,peptide antibiotic,antibiotic target alteration,,,,
SRR5240357,Ambulances,SRR5240357_bin.2,xx77,Enterococcus faecalis ARO1/DG (taxid 565651),efrA,2,WP_104671188.1,ARO:3003948,99.7,575,2,0,26418,24694,1,575,0,1094,40703,5893,2421,efrA,NZ_PTWF01000025.1,ATP-binding cassette (ABC) antibiotic efflux pump,fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic,antibiotic efflux,,,,
SRR5240375,Ambulances,SRR5240375_bin.3,xx9,Klebsiella pneumoniae subsp. pneumoniae 1084 (taxid 1193292),oqxB,1,AAP43110.2,ARO:3003923,99.7,1050,3,0,383806,380657,1,1050,0,1981,40632,5462,2400,oqxB,EU370913.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240398,Ambulances,SRR5240398_bin.10,xx63,Klebsiella pneumoniae subsp. pneumoniae Kp13 (taxid 1123862),oqxB,2,AAP43110.2,ARO:3003923,99.7,1050,3,0,58099,54950,1,1050,0,1981,40632,5462,2400,oqxB,EU370913.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240399,Ambulances,SRR5240399_bin.1,xx7,Klebsiella pneumoniae subsp. pneumoniae (taxid 72407),oqxB,1,AAP43110.2,ARO:3003923,99.7,1050,3,0,31884,35033,1,1050,0,1981,40632,5462,2400,oqxB,EU370913.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240477,Ambulances,SRR5240477_bin.5,xx591,Enterococcus faecalis ARO1/DG (taxid 565651),Efae_gshF_DAP,1,AMR95642.1,ARO:3003805,99.7,756,2,0,1198,3465,1,756,0,1496,40490,5214,2305,Enterococcus faecalis gshF with mutation conferring daptomycin resistance,CP014949.1,daptomycin resistant gshF,peptide antibiotic,antibiotic target alteration,,,,
SRR5240477,Ambulances,SRR5240477_bin.5,xx597,Enterococcus faecalis (taxid 1351),efrA,4,WP_104671188.1,ARO:3003948,99.7,575,2,0,3552,1828,1,575,0,1094,40703,5893,2421,efrA,NZ_PTWF01000025.1,ATP-binding cassette (ABC) antibiotic efflux pump,fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic,antibiotic efflux,,,,
SRR5240523,Ambulances,SRR5240523_bin.1,xx27,Stenotrophomonas maltophilia R551-3 (taxid 391008),APH(9)-Ic,1,WCI13726.1,ARO:3007539,99.7,346,1,0,23841,24878,1,346,6E-235,713,46310,8697,5975,APH(9)-Ic,ON693243.1,APH(9),aminoglycoside antibiotic,antibiotic inactivation,,,,
SRR5240535,Ambulances,SRR5240535_bin.1,xx13,Stenotrophomonas maltophilia R551-3 (taxid 391008),APH(9)-Ic,1,WCI13726.1,ARO:3007539,99.7,346,1,0,23841,24878,1,346,9.98E-235,713,46310,8697,5975,APH(9)-Ic,ON693243.1,APH(9),aminoglycoside antibiotic,antibiotic inactivation,,,,
SRR5240651,Ambulances,SRR5240651_bin.1,xx271,Staphylococcus aureus subsp. aureus RN4220 (taxid 561307),mecA,1,AGC51118.1,ARO:3000617,99.7,668,2,0,4541,2538,1,668,0,1312,36911,227,1321,mecA,KC243783.1,methicillin resistant PBP2,carbapenem;cephalosporin;cephamycin;monobactam;penam,antibiotic target replacement,,,,
SRR5240653,Ambulances,SRR5240653_bin.6,xx371,Staphylococcus aureus (taxid 1280),mecA,1,AGC51118.1,ARO:3000617,99.7,668,2,0,2534,4537,1,668,0,1312,36911,227,1321,mecA,KC243783.1,methicillin resistant PBP2,carbapenem;cephalosporin;cephamycin;monobactam;penam,antibiotic target replacement,,,,
SRR5240663,Ambulances,SRR5240663_bin.19,xx5,Pseudomonas aeruginosa VRFPA04 (taxid 1400868),MexB,3,AAA74437.1,ARO:3000378,99.7,1046,3,0,140146,143283,1,1046,0,1976,36517,113,1925,MexB,L11616.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;carbapenem;cephalosporin;cephamycin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;macrolide antibiotic;monobactam;penam;penem;peptide antibiotic;phenicol antibiotic;sulfonamide antibiotic;tetracycline antibiotic,antibiotic efflux,,,,
SRR5240663,Ambulances,SRR5240663_bin.19,xx98,Pseudomonas aeruginosa PAK (taxid 1009714),MexF,1,AAG05882.1,ARO:3000804,99.7,1062,3,0,29549,32734,1,1062,0,2014,37184,5530,1300,MexF,AE004091.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic,antibiotic efflux,,,,
SRR5240345,Ambulances,SRR5240345_bin.2,xx21,Enterococcus faecalis ATCC 29212 (taxid 1201292),Efae_cls_DAP,1,AEA93051.1,ARO:3003760,99.6,481,2,0,130099,128657,1,481,8.82e-313,944,40417,3537,2272,Enterococcus faecalis cls with mutation conferring resistance to daptomycin,CP002621.1,daptomycin resistant cls,peptide antibiotic,antibiotic target alteration,,,,
SRR5240351,Ambulances,SRR5240351_bin.1,xx76,Staphylococcus aureus subsp. aureus JKD6159 (taxid 869816),Saur_GlpT_FOF,1,CAG39357.1,ARO:3003901,99.6,452,2,0,16576,15221,1,452,1.11E-299,904,40603,5195,2380,Staphylococcus aureus GlpT with mutation conferring resistance to fosfomycin,BX571856.1,antibiotic-resistant GlpT,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240351,Ambulances,SRR5240351_bin.1,xx312,Staphylococcus aureus (taxid 1280),Saur_parC_FLO,2,WP_001289569.1,ARO:3003312,99.6,800,3,0,7464,5065,1,800,0,1521,39896,6038,212,Staphylococcus aureus parC conferring resistance to fluoroquinolones,NC_002951.2,fluoroquinolone resistant parC,fluoroquinolone antibiotic,antibiotic target alteration,,,,
SRR5240354,Ambulances,SRR5240354_bin.1,xx173,Enterococcus faecium UC7251 (taxid 1328870),eatAv,1,AGQ48857.1,ARO:3003761,99.6,500,2,0,22833,21334,1,500,2.13e-319,962,40408,3626,2268,eatAv,KF010779.1,Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins,pleuromutilin antibiotic,antibiotic target protection,,,,
SRR5240355,Ambulances,SRR5240355_bin.1,xx17,Enterococcus faecalis V583 (taxid 226185),Efae_cls_DAP,1,AEA93051.1,ARO:3003760,99.6,481,2,0,9850,11292,1,481,3.34e-313,944,40417,3537,2272,Enterococcus faecalis cls with mutation conferring resistance to daptomycin,CP002621.1,daptomycin resistant cls,peptide antibiotic,antibiotic target alteration,,,,
SRR5240395,Ambulances,SRR5240395_bin.1,xx50,Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788 (taxid 981334),OXA-103,1,ENV88740.1,ARO:3001707,99.6,273,1,0,44615,43797,1,273,5.14E-178,546,38107,5602,3407,OXA-103,APQF01000011.1,OXA beta-lactamase;OXA-23-like beta-lactamase,carbapenem;penam,antibiotic inactivation,,,,
SRR5240471,Ambulances,SRR5240471_bin.4,xx21,Enterococcus faecalis ATCC 29212 (taxid 1201292),Efae_cls_DAP,1,AEA93051.1,ARO:3003760,99.6,481,2,0,110645,109203,1,481,6.52e-313,944,40417,3537,2272,Enterococcus faecalis cls with mutation conferring resistance to daptomycin,CP002621.1,daptomycin resistant cls,peptide antibiotic,antibiotic target alteration,,,,
SRR5240471,Ambulances,SRR5240471_bin.4,xx55,Enterococcus faecalis (taxid 1351),lsaA,1,AAO43110.1,ARO:3000300,99.6,498,2,0,56355,57848,1,498,4.67e-315,950,36439,5171,1298,lsaA,AY225127.1,lsa-type ABC-F protein,lincosamide antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target protection,,,,
SRR5240472,Ambulances,SRR5240472_bin.5,xx69,Staphylococcus aureus subsp. aureus JKD6159 (taxid 869816),Saur_GlpT_FOF,1,CAG39357.1,ARO:3003901,99.6,452,2,0,8202,6847,1,452,1.14E-299,904,40603,5195,2380,Staphylococcus aureus GlpT with mutation conferring resistance to fosfomycin,BX571856.1,antibiotic-resistant GlpT,phosphonic acid antibiotic,antibiotic target alteration,,,,
SRR5240512,Ambulances,SRR5240512_bin.3,xx228,Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788 (taxid 981334),OXA-813,1,WP_005404206.1,ARO:3006012,99.6,273,1,0,3433,4251,1,273,2.88E-178,546,44474,7492,5117,OXA-813,NG_064771.1,OXA beta-lactamase;OXA-23-like beta-lactamase,carbapenem;penam,antibiotic inactivation,,,,
SRR5240589,Ambulances,SRR5240589_bin.2,xx94,Enterococcus faecalis ATCC 29212 (taxid 1201292),lsaA,1,AAO43110.1,ARO:3000300,99.6,498,2,0,7503,6010,1,498,3.48e-315,950,36439,5171,1298,lsaA,AY225127.1,lsa-type ABC-F protein,lincosamide antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target protection,,,,
SRR5240593,Ambulances,SRR5240593_bin.3,xx69,Enterococcus faecalis OG1RF (taxid 474186),Efae_cls_DAP,1,AEA93051.1,ARO:3003760,99.6,481,2,0,23707,22265,1,481,1.27e-313,944,40417,3537,2272,Enterococcus faecalis cls with mutation conferring resistance to daptomycin,CP002621.1,daptomycin resistant cls,peptide antibiotic,antibiotic target alteration,,,,
SRR5240663,Ambulances,SRR5240663_bin.19,xx4,Pseudomonas aeruginosa PAK (taxid 1009714),PmpM,2,AAG04750.1,ARO:3004077,99.6,477,2,0,384133,382703,1,477,8E-305,922,41170,5376,2734,PmpM,AE004091.2,multidrug and toxic compound extrusion (MATE) transporter,aminoglycoside antibiotic;disinfecting agents and antiseptics;fluoroquinolone antibiotic,antibiotic efflux,,,,
SRR5240663,Ambulances,SRR5240663_bin.19,xx17,Pseudomonas aeruginosa DK2 (taxid 1093787),Paer_ParC_FLO,1,BAA37152.1,ARO:3003702,99.6,754,3,0,3236,5497,1,754,0,1439,40355,3408,2215,Pseudomonas aeruginosa gyrA and parC conferring resistance to fluoroquinolones,AB003428.1,fluoroquinolone resistant parC,fluoroquinolone antibiotic,antibiotic target alteration,,,,
SRR5240663,Ambulances,SRR5240663_bin.19,xx48,Pseudomonas aeruginosa B136-33 (taxid 1280938),mexN,1,BAE06006.1,ARO:3003705,99.6,1036,4,0,77253,74146,1,1036,0,1900,40359,3410,2217,mexN,AB219523.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,,,,
SRR5240319,Ambulances,SRR5240319_bin.6,xx172,Enterococcus faecium DO (taxid 333849),AAC(6')-Ii,1,AAB63533.1,ARO:3002556,99.5,182,1,0,730,185,1,182,8.36E-119,370,38956,172,1050,AAC(6')-Ii,L12710.1,AAC(6'),aminoglycoside antibiotic,antibiotic inactivation,,,,
SRR5240345,Ambulances,SRR5240345_bin.2,xx62,Enterococcus faecalis ARO1/DG (taxid 565651),efrA,3,WP_104671188.1,ARO:3003948,99.5,575,3,0,26466,24742,1,575,0,1093,40703,5893,2421,efrA,NZ_PTWF01000025.1,ATP-binding cassette (ABC) antibiotic efflux pump,fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic,antibiotic efflux,,,,
SRR5240351,Ambulances,SRR5240351_bin.1,xx266,Staphylococcus aureus subsp. aureus JKD6159 (taxid 869816),Saur_mprF_DAP,1,ADJ67256.1,ARO:3003319,99.5,813,0,1,18488,16050,28,836,0,1529,39903,3542,1001,Staphylococcus aureus mprF with mutation conferring resistance to daptomycin,HM140977.1,daptomycin resistant mprF,peptide antibiotic,antibiotic target alteration,,,,
SRR5240471,Ambulances,SRR5240471_bin.4,xx51,Enterococcus faecalis ARO1/DG (taxid 565651),efrA,2,WP_104671188.1,ARO:3003948,99.5,575,3,0,50875,52599,1,575,0,1093,40703,5893,2421,efrA,NZ_PTWF01000025.1,ATP-binding cassette (ABC) antibiotic efflux pump,fluoroquinolone antibiotic;macrolide antibiotic;rifamycin antibiotic,antibiotic efflux,,,,
