Sample_ID,Category,Bins,Contig_ID,Matched_Species,Abbreviated_Gene_Name,Counts,VFDB_ID,VFDB_ID,Percentage of identical matches, Alignment length,Number of mismatches,Number of gap openings,Start of alignment in query,End of alignment in query,Start of alignment in subject, End of alignment in subject,Expected value,Bit score,Protein_ID,Protein_Function,,,,
SRR5240639,Ambulances,SRR5240639_bin.8,xx161,Stutzerimonas stutzeri (taxid 316),fimV,1,VFG013983(gb,WP_011912930),100,914,0,0,14051,11310,1,914,0,1549,gb|WP_011912930,(fimV) a polar peptidoglycan-binding protein involved in type IV pilus assembly [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501],,,,
SRR5240639,Ambulances,SRR5240639_bin.8,xx188,Stutzerimonas stutzeri DSM 10701 (taxid 1123519),hdtS,2,VFG015609(gb,WP_011911258),100,249,0,0,48238,48984,1,249,2.32E-163,506,gb|WP_011911258,(hdtS) 1-acyl-sn-glycerol-3-phosphate acyltransferase [Acylhomoserine lactone synthase (VF0907) - Biofilm (VFC0271)] [Pseudomonas stutzeri A1501],,,,
SRR5240639,Ambulances,SRR5240639_bin.8,xx204,Stutzerimonas stutzeri DSM 4166 (taxid 996285),mucD,1,VFG014962(gb,WP_011912408),100,473,0,0,2707,1289,1,473,1.41E-301,912,gb|WP_011912408,(mucD) serine protease MucD precursor [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas stutzeri A1501],,,,
SRR5240639,Ambulances,SRR5240639_bin.8,xx209,Stutzerimonas stutzeri DSM 4166 (taxid 996285),pilF,1,VFG013833(gb,WP_011914128),100,252,0,0,30311,29556,1,252,5.33E-153,476,gb|WP_011914128,(pilF) type 4 fimbrial biogenesis protein PilF [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501],,,,
SRR5240639,Ambulances,SRR5240639_bin.8,xx359,Stutzerimonas stutzeri (taxid 316),algA,1,VFG014892(gb,WP_011912351),100,481,0,0,9995,11437,1,481,0,974,gb|WP_011912351,(algA) phosphomannose isomerase / guanosine,,,,
SRR5240639,Ambulances,SRR5240639_bin.8,xx492,Stutzerimonas stutzeri DSM 4166 (taxid 996285),mucP,3,VFG015012(gb,WP_011912707),100,450,0,0,14903,13554,1,450,1.18E-292,885,gb|WP_011912707,(mucP) metalloprotease protease [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas stutzeri A1501],,,,
SRR5240639,Ambulances,SRR5240639_bin.8,xx509,Stutzerimonas stutzeri DSM 4166 (taxid 996285),pilQ,2,VFG013895(gb,WP_041755270),100,699,0,0,15424,17520,1,699,0,1318,gb|WP_041755270,(pilQ) type 4 fimbrial biogenesis protein PilQ [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501],,,,
SRR5240639,Ambulances,SRR5240639_bin.8,xx680,Stutzerimonas stutzeri RCH2 (taxid 644801),fleQ,1,VFG014368(gb,WP_014597048),100,488,0,0,7701,6238,1,488,3.90e-318,958,gb|WP_014597048,(fleQ) transcriptional regulator FleQ [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas stutzeri A1501],,,,
SRR5240639,Ambulances,SRR5240639_bin.8,xx778,Stutzerimonas stutzeri (taxid 316),fliF,1,VFG014420(gb,WP_013983230),100,594,0,0,1435,3216,1,594,0,1122,gb|WP_013983230,(fliF) flagellar M-ring protein FliF [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas stutzeri A1501],,,,
SRR5240644,Ambulances,SRR5240644_bin.6,xx247,Staphylococcus epidermidis PM221 (taxid 1449752),sspA,1,VFG004777(gb,WP_001829860),100,282,0,0,497,1342,1,282,1.79E-186,560,gb|WP_001829860,(sspA) serine protease; V8 protease; glutamyl endopeptidase [V8 protease (VF0023) - Exoenzyme (VFC0251)] [Staphylococcus epidermidis ATCC 12228],,,,
SRR5240651,Ambulances,SRR5240651_bin.5,xx234,Staphylococcus epidermidis ATCC 12228 (taxid 176280),atl,4,VFG004480(gb,WP_001831665),100,1335,0,0,961,4965,1,1335,0,2473,gb|WP_001831665,(atl) bifunctional autolysin [Autolysin alt (VF0997) - Adherence (VFC0001)] [Staphylococcus epidermidis RP62A],,,,
SRR5240651,Ambulances,SRR5240651_bin.5,xx519,Staphylococcus epidermidis PM221 (taxid 1449752),sspA,1,VFG004777(gb,WP_001829860),100,282,0,0,5045,4200,1,282,2.28E-186,560,gb|WP_001829860,(sspA) serine protease; V8 protease; glutamyl endopeptidase [V8 protease (VF0023) - Exoenzyme (VFC0251)] [Staphylococcus epidermidis ATCC 12228],,,,
SRR5240651,Ambulances,SRR5240651_bin.5,xx1153,Staphylococcus epidermidis (taxid 1282),lip,2,VFG004765(gb,WP_002437845),100,585,0,0,1940,186,104,688,0,1137,gb|WP_002437845,(lip) triacylglycerol lipase precursor [Lipase (VF0012) - Exoenzyme (VFC0251)] [Staphylococcus epidermidis ATCC 12228],,,,
SRR5240657,Ambulances,SRR5240657_bin.5,xx8,Stutzerimonas stutzeri DSM 4166 (taxid 996285),pilF,1,VFG013833(gb,WP_011914128),100,252,0,0,71952,72707,1,252,2.76E-152,476,gb|WP_011914128,(pilF) type 4 fimbrial biogenesis protein PilF [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501],,,,
SRR5240657,Ambulances,SRR5240657_bin.5,xx38,Stutzerimonas stutzeri DSM 4166 (taxid 996285),hdtS,1,VFG015609(gb,WP_011911258),100,249,0,0,2277,1531,1,249,3.63E-163,506,gb|WP_011911258,(hdtS) 1-acyl-sn-glycerol-3-phosphate acyltransferase [Acylhomoserine lactone synthase (VF0907) - Biofilm (VFC0271)] [Pseudomonas stutzeri A1501],,,,
SRR5240660,Ambulances,SRR5240660_bin.5,xx35,Stutzerimonas stutzeri RCH2 (taxid 644801),fimV,2,VFG013983(gb,WP_011912930),100,914,0,0,95277,92536,1,914,0,1549,gb|WP_011912930,(fimV) a polar peptidoglycan-binding protein involved in type IV pilus assembly [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501],,,,
SRR5240660,Ambulances,SRR5240660_bin.5,xx98,Stutzerimonas stutzeri RCH2 (taxid 644801),mucD,5,VFG014962(gb,WP_011912408),100,473,0,0,24813,26231,1,473,3.48E-301,912,gb|WP_011912408,(mucD) serine protease MucD precursor [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas stutzeri A1501],,,,
SRR5240660,Ambulances,SRR5240660_bin.5,xx101,Stutzerimonas stutzeri RCH2 (taxid 644801),pilF,1,VFG013833(gb,WP_011914128),100,252,0,0,77051,77806,1,252,1.29E-152,476,gb|WP_011914128,(pilF) type 4 fimbrial biogenesis protein PilF [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501],,,,
SRR5240660,Ambulances,SRR5240660_bin.5,xx143,Stutzerimonas stutzeri RCH2 (taxid 644801),fliS,1,VFG014342(gb,WP_011913014),100,128,0,0,331,714,1,128,3.67E-75,248,gb|WP_011913014,(fliS) flagellar protein FliS [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas stutzeri A1501],,,,
SRR5240660,Ambulances,SRR5240660_bin.5,xx157,Stutzerimonas stutzeri RCH2 (taxid 644801),hdtS,3,VFG015609(gb,WP_011911258),100,249,0,0,80830,81576,1,249,3.84E-163,506,gb|WP_011911258,(hdtS) 1-acyl-sn-glycerol-3-phosphate acyltransferase [Acylhomoserine lactone synthase (VF0907) - Biofilm (VFC0271)] [Pseudomonas stutzeri A1501],,,,
SRR5240660,Ambulances,SRR5240660_bin.5,xx318,Stutzerimonas stutzeri DSM 10701 (taxid 1123519),pilQ,4,VFG013895(gb,WP_041755270),100,699,0,0,17071,19167,1,699,0,1318,gb|WP_041755270,(pilQ) type 4 fimbrial biogenesis protein PilQ [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501],,,,
SRR5240662,Ambulances,SRR5240662_bin.7,xx33,Stutzerimonas stutzeri RCH2 (taxid 644801),mucD,3,VFG014962(gb,WP_011912408),100,473,0,0,85449,84031,1,473,3.09E-301,912,gb|WP_011912408,(mucD) serine protease MucD precursor [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas stutzeri A1501],,,,
SRR5240662,Ambulances,SRR5240662_bin.7,xx56,Stutzerimonas stutzeri DSM 4166 (taxid 996285),pilF,1,VFG013833(gb,WP_011914128),100,252,0,0,37228,37983,1,252,8.29E-153,476,gb|WP_011914128,(pilF) type 4 fimbrial biogenesis protein PilF [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501],,,,
SRR5240662,Ambulances,SRR5240662_bin.7,xx178,Stutzerimonas stutzeri DSM 4166 (taxid 996285),fliF,1,VFG014420(gb,WP_013983230),100,594,0,0,12284,10503,1,594,0,1122,gb|WP_013983230,(fliF) flagellar M-ring protein FliF [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas stutzeri A1501],,,,
SRR5240662,Ambulances,SRR5240662_bin.7,xx329,Stutzerimonas stutzeri DSM 4166 (taxid 996285),pilQ,2,VFG013895(gb,WP_041755270),100,699,0,0,17337,15241,1,699,0,1318,gb|WP_041755270,(pilQ) type 4 fimbrial biogenesis protein PilQ [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501],,,,
SRR5240662,Ambulances,SRR5240662_bin.7,xx1208,Stutzerimonas stutzeri DSM 10701 (taxid 1123519),hdtS,2,VFG015609(gb,WP_011911258),100,249,0,0,2236,1490,1,249,8.19E-167,506,gb|WP_011911258,(hdtS) 1-acyl-sn-glycerol-3-phosphate acyltransferase [Acylhomoserine lactone synthase (VF0907) - Biofilm (VFC0271)] [Pseudomonas stutzeri A1501],,,,
SRR5240663,Ambulances,SRR5240663_bin.19,xx17,Pseudomonas aeruginosa DK2 (taxid 1093787),fimX,1,VFG042738(gb,NP_253646),100,691,0,0,12229,10157,1,691,0,1333,gb|NP_253646,(fimX) protein FimX [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240663,Ambulances,SRR5240663_bin.19,xx71,Pseudomonas aeruginosa PA7 (taxid 381754),fapF,1,VFG050300(gb,NP_250641),100,421,0,0,32162,33424,1,421,4.78E-270,820,gb|NP_250641,(fapF) outer membrane secretin FapF [Fap (VF1191) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240663,Ambulances,SRR5240663_bin.19,xx305,Pseudomonas aeruginosa PAK (taxid 1009714),crc,2,VFG042739(gb,NP_254019),100,233,0,0,37417,36719,27,259,3.3E-156,485,gb|NP_254019,(crc) catabolite repression control protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240663,Ambulances,SRR5240663_bin.19,xx957,Pseudomonas aeruginosa LESlike4 (taxid 1408275),algZ,3,VFG000120(gb,NP_253949),100,358,0,0,6480,7553,1,358,2.11E-225,687,gb|NP_253949,(algZ) sigma factor AlgU [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240677,Ambulances,SRR5240677_bin.4,xx62,Stutzerimonas stutzeri DSM 4166 (taxid 996285),hdtS,1,VFG015609(gb,WP_011911258),100,249,0,0,2243,1497,1,249,3.55E-163,506,gb|WP_011911258,(hdtS) 1-acyl-sn-glycerol-3-phosphate acyltransferase [Acylhomoserine lactone synthase (VF0907) - Biofilm (VFC0271)] [Pseudomonas stutzeri A1501],,,,
SRR5240677,Ambulances,SRR5240677_bin.4,xx124,Stutzerimonas stutzeri DSM 4166 (taxid 996285),mucD,1,VFG014962(gb,WP_011912408),100,473,0,0,15755,17173,1,473,1.03E-301,912,gb|WP_011912408,(mucD) serine protease MucD precursor [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas stutzeri A1501],,,,
SRR5240321,Ambulances,SRR5240321_bin.6,xx137,Stutzerimonas stutzeri DSM 4166 (taxid 996285),flhA,5,VFG014602(gb,WP_017243981),99.9,706,1,0,37275,35158,1,706,0,1296,gb|WP_017243981,(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas stutzeri A1501],,,,
SRR5240321,Ambulances,SRR5240321_bin.6,xx207,Stutzerimonas stutzeri DSM 10701 (taxid 1123519),fimV,1,VFG013983(gb,WP_011912930),99.9,914,1,0,16165,13424,1,914,0,1547,gb|WP_011912930,(fimV) a polar peptidoglycan-binding protein involved in type IV pilus assembly [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501],,,,
SRR5240351,Ambulances,SRR5240351_bin.1,xx80,Staphylococcus aureus subsp. aureus ST228 (taxid 1074919),harA,1,VFG044443(gb,WP_001032773),99.9,895,1,0,26670,29354,1,895,0,1550,gb|WP_001032773,(harA) haptoglobin-binding heme uptake protein HarA [Isd (VF0015) - Nutritional/Metabolic factor (VFC0272)] [Staphylococcus aureus subsp. aureus str. Newman],,,,
SRR5240351,Ambulances,SRR5240351_bin.1,xx102,Staphylococcus aureus subsp. aureus JKD6159 (taxid 869816),sasA,1,VFG043589(gb,WP_000044536),99.9,789,1,0,12178,14544,1,789,0,1256,gb|WP_000044536,(sasA) serine-rich repeat glycoprotein adhesin SasA [SraP (VF1012) - Adherence (VFC0001)] [Staphylococcus aureus subsp. aureus COL],,,,
SRR5240351,Ambulances,SRR5240351_bin.1,xx214,Staphylococcus aureus subsp. aureus JKD6159 (taxid 869816),essC,4,VFG018143(gb,WP_000549278),99.9,1479,1,0,8141,3705,1,1479,0,2895,gb|WP_000549278,(essC) type VII secretion system protein EssC  FtsK/SpoIIIE family ATPase [Type VII secretion system (VF0403) - Effector delivery system (VFC0086)] [Staphylococcus aureus subsp. aureus str. Newman] ,,,,
SRR5240351,Ambulances,SRR5240351_bin.1,xx304,Staphylococcus aureus subsp. aureus JKD6159 (taxid 869816),ebh,1,VFG004502(gb,WP_001109328),99.9,2972,2,0,6679,15594,1,2972,0,5583,gb|WP_001109328,(ebh) hyperosmolarity resistance protein Ebh [Cell wall associated fibronectin binding protein ebh (VF0995) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus USA300_FPR3757],,,,
SRR5240369,Ambulances,SRR5240369_bin.2,xx6,Stutzerimonas stutzeri DSM 4166 (taxid 996285),flhA,4,VFG014602(gb,WP_017243981),99.9,706,1,0,62015,59898,1,706,0,1296,gb|WP_017243981,(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas stutzeri A1501],,,,
SRR5240379,Ambulances,SRR5240379_bin.16,xx6,Stutzerimonas stutzeri DSM 4166 (taxid 996285),flhA,2,VFG014602(gb,WP_017243981),99.9,706,1,0,37285,35168,1,706,0,1296,gb|WP_017243981,(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas stutzeri A1501],,,,
SRR5240398,Ambulances,SRR5240398_bin.10,xx31,Klebsiella pneumoniae subsp. pneumoniae ATCC 43816 (taxid 1308539),fimD,1,VFG048275(gb,WP_004900404),99.9,870,1,0,113812,116421,1,870,0,1758,gb|WP_004900404,(fimD) outer membrane usher protein [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella pneumoniae KCTC 2242],,,,
SRR5240399,Ambulances,SRR5240399_bin.1,xx11,Klebsiella pneumoniae subsp. pneumoniae ATCC 43816 (taxid 1308539),fimD,1,VFG048275(gb,WP_004900404),99.9,870,1,0,113704,116313,1,870,0,1758,gb|WP_004900404,(fimD) outer membrane usher protein [Type I fimbriae (VF0566) - Adherence (VFC0001)] [Klebsiella pneumoniae KCTC 2242],,,,
SRR5240544,Ambulances,SRR5240544_bin.6,xx3,Stutzerimonas stutzeri DSM 4166 (taxid 996285),flgK,2,VFG014277(gb,WP_011912569),99.9,669,1,0,129615,131621,1,669,0,1154,gb|WP_011912569,(flgK) flagellar hook-associated protein 1 FlgK [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas stutzeri A1501],,,,
SRR5240544,Ambulances,SRR5240544_bin.6,xx4,Stutzerimonas stutzeri DSM 4166 (taxid 996285),gacS,4,VFG015079(gb,WP_185745811),99.9,918,1,0,222441,219688,1,918,0,1737,gb|WP_185745811,(gacS) response regulator [GacS/GacA two-component system (VF0908) - Regulation (VFC0301)] [Pseudomonas stutzeri A1501],,,,
SRR5240544,Ambulances,SRR5240544_bin.6,xx17,Stutzerimonas stutzeri RCH2 (taxid 644801),fimV,2,VFG013983(gb,WP_011912930),99.9,914,1,0,26002,23261,1,914,0,1548,gb|WP_011912930,(fimV) a polar peptidoglycan-binding protein involved in type IV pilus assembly [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501],,,,
SRR5240544,Ambulances,SRR5240544_bin.6,xx260,Stutzerimonas stutzeri DSM 4166 (taxid 996285),flhA,3,VFG014602(gb,WP_017243981),99.9,706,1,0,17656,19773,1,706,0,1296,gb|WP_017243981,(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas stutzeri A1501],,,,
SRR5240557,Ambulances,SRR5240557_bin.2,xx7,Stutzerimonas stutzeri DSM 4166 (taxid 996285),flhA,2,VFG014602(gb,WP_017243981),99.9,706,1,0,219580,221697,1,706,0,1296,gb|WP_017243981,(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas stutzeri A1501],,,,
SRR5240586,Ambulances,SRR5240586_bin.2,xx14,Stutzerimonas stutzeri DSM 4166 (taxid 996285),flhA,3,VFG014602(gb,WP_017243981),99.9,706,1,0,31465,33582,1,706,0,1296,gb|WP_017243981,(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas stutzeri A1501],,,,
SRR5240593,Ambulances,SRR5240593_bin.3,xx117,Enterococcus faecalis EnGen0107 (taxid 1157365),ecbA/fss3,1,VFG043510(gb,WP_002369215),99.9,720,1,0,7687,9846,1,720,0,1407,gb|WP_002369215,(ecbA/fss3) Collagen binding MSCRAMM  EcbA/Fss3 [EcbA (VF0539) - Adherence (VFC0001)] [Enterococcus faecalis V583] ,,,,
SRR5240639,Ambulances,SRR5240639_bin.8,xx461,Stutzerimonas stutzeri DSM 4166 (taxid 996285),flhA,3,VFG014602(gb,WP_017243981),99.9,706,1,0,3579,5696,1,706,0,1296,gb|WP_017243981,(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas stutzeri A1501],,,,
SRR5240644,Ambulances,SRR5240644_bin.6,xx62,Staphylococcus epidermidis PM221 (taxid 1449752),lip,1,VFG004764(gb,WP_002497700),99.9,688,1,0,21167,19104,1,688,0,1259,gb|WP_002497700,(lip) triacylglycerol lipase precursor [Lipase (VF0012) - Exoenzyme (VFC0251)] [Staphylococcus epidermidis RP62A],,,,
SRR5240657,Ambulances,SRR5240657_bin.5,xx48,Stutzerimonas stutzeri DSM 4166 (taxid 996285),flhA,2,VFG014602(gb,WP_017243981),99.9,706,1,0,31470,33587,1,706,0,1296,gb|WP_017243981,(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas stutzeri A1501],,,,
SRR5240660,Ambulances,SRR5240660_bin.5,xx31,Stutzerimonas stutzeri DSM 4166 (taxid 996285),gacS,7,VFG015079(gb,WP_185745811),99.9,918,1,0,138597,141350,1,918,0,1737,gb|WP_185745811,(gacS) response regulator [GacS/GacA two-component system (VF0908) - Regulation (VFC0301)] [Pseudomonas stutzeri A1501],,,,
SRR5240662,Ambulances,SRR5240662_bin.7,xx147,Stutzerimonas stutzeri DSM 4166 (taxid 996285),flhA,5,VFG014602(gb,WP_017243981),99.9,706,1,0,3687,5804,1,706,0,1296,gb|WP_017243981,(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas stutzeri A1501],,,,
SRR5240663,Ambulances,SRR5240663_bin.19,xx7,Pseudomonas aeruginosa PA14 (taxid 652611),pilY1,1,VFG013937(gb,WP_003141555),99.9,1158,1,0,262866,266339,1,1158,0,2354,gb|WP_003141555,(pilY1) type 4 fimbrial biogenesis protein PilY1 [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa UCBPP-PA14],,,,
SRR5240663,Ambulances,SRR5240663_bin.19,xx42,Pseudomonas aeruginosa PA7 (taxid 381754),rhsP2,1,VFG051486(gb,WP_003140107.1),99.9,1614,2,0,937,5778,1,1614,0,2895,gb|WP_003140107.1,(rhsP2) ADP-ribosyltransferase toxin [HSI-2 T6SS secreted effectors (VF0915) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa UCBPP-PA14],,,,
SRR5240663,Ambulances,SRR5240663_bin.19,xx48,Pseudomonas aeruginosa B136-33 (taxid 1280938),flhA,2,VFG001263(gb,NP_250143),99.9,707,1,0,60903,58783,1,707,0,1300,gb|NP_250143,(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240663,Ambulances,SRR5240663_bin.19,xx72,Pseudomonas aeruginosa LESlike5 (taxid 1408276),phuR,1,VFG044104(gb,NP_253398),99.9,764,1,0,72234,69943,1,764,0,1553,gb|NP_253398,(phuR) heme/hemoglobin uptake outer membrane receptor PhuR [Direct heme uptake system (VF0941) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240677,Ambulances,SRR5240677_bin.4,xx5,Stutzerimonas stutzeri DSM 4166 (taxid 996285),flhA,3,VFG014602(gb,WP_017243981),99.9,706,1,0,170580,168463,1,706,0,1296,gb|WP_017243981,(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas stutzeri A1501],,,,
SRR5240351,Ambulances,SRR5240351_bin.1,xx196,Staphylococcus aureus subsp. aureus JKD6159 (taxid 869816),eap/map,1,VFG004563(gb,YP_500650),99.8,584,1,0,16427,18178,1,584,0,1104,gb|YP_500650,(eap/map) MHC class II analog protein [Eap/Map (VF0016) - Adherence (VFC0001)] [Staphylococcus aureus subsp. aureus NCTC 8325],,,,
SRR5240351,Ambulances,SRR5240351_bin.1,xx260,Staphylococcus aureus subsp. aureus JKD6159 (taxid 869816),vWbp,1,VFG002418(gb,WP_000791729),99.8,508,1,0,3297,4820,1,508,1.44E-305,924,gb|WP_000791729,(vWbp) secreted von Willebrand factor-binding protein precursor [VWbp (VF0420) - Exoenzyme (VFC0251)] [Staphylococcus aureus subsp. aureus str. Newman],,,,
SRR5240351,Ambulances,SRR5240351_bin.1,xx1295,Staphylococcus aureus (taxid 1280),fnbB,1,VFG004613(gb,WP_000841422),99.8,577,1,0,1131,2861,1,577,0,980,gb|WP_000841422,(fnbB) fibronectin-binding protein B [FnBPs (VF0010) - Adherence (VFC0001)] [Staphylococcus aureus subsp. aureus USA300_FPR3757],,,,
SRR5240375,Ambulances,SRR5240375_bin.3,xx13,Klebsiella pneumoniae subsp. pneumoniae 1084 (taxid 1193292),entF,1,VFG048498(gb,WP_012737619),99.8,1293,3,0,327531,323653,1,1293,0,2564,gb|WP_012737619,(entF) enterobactin synthase subunit F [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044],,,,
SRR5240386,Ambulances,SRR5240386_bin.7,xx9,Stutzerimonas stutzeri DSM 4166 (taxid 996285),mucD,1,VFG014962(gb,WP_011912408),99.8,473,1,0,15907,17325,1,473,1.06E-300,912,gb|WP_011912408,(mucD) serine protease MucD precursor [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas stutzeri A1501],,,,
SRR5240471,Ambulances,SRR5240471_bin.4,xx64,Enterococcus faecalis T1 (taxid 565636),gelE,1,VFG045660(gb,WP_002371937),99.8,510,1,0,23720,22191,1,510,0,993,gb|WP_002371937,(gelE) coccolysin [Gelatinase (VF0357) - Exoenzyme (VFC0251)] [Enterococcus faecalis D32],,,,
SRR5240472,Ambulances,SRR5240472_bin.5,xx119,Staphylococcus aureus (taxid 1280),SAOUHSC_00117,1,VFG002969(gb,YP_498717),99.8,607,1,0,15911,17731,1,607,0,1164,gb|YP_498717,(SAOUHSC_00117) capsular polysaccharide biosynthesis protein Cap5D [Capsule (VF0003) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus NCTC 8325],,,,
SRR5240537,Ambulances,SRR5240537_bin.1,xx12,Lysinibacillus sphaericus C3-41 (taxid 444177),BSPH_RS19015,1,VFG043991(gb,WP_031416422),99.8,508,1,0,182781,184304,1,508,0,998,gb|WP_031416422,(BSPH_RS19015) thiol-activated cytolysin family protein [Sphaericolysin (SPH) (VF1322) - Exotoxin (VFC0235)] [Lysinibacillus sphaericus C3-41],,,,
SRR5240557,Ambulances,SRR5240557_bin.2,xx42,Stutzerimonas stutzeri DSM 4166 (taxid 996285),mucD,1,VFG014962(gb,WP_011912408),99.8,473,1,0,15921,17339,1,473,7.95E-301,911,gb|WP_011912408,(mucD) serine protease MucD precursor [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas stutzeri A1501],,,,
SRR5240589,Ambulances,SRR5240589_bin.2,xx37,Enterococcus faecalis D32 (taxid 1206105),ebpA,1,VFG045637(gb,WP_002371619),99.8,1154,2,0,92861,89400,1,1154,0,2194,gb|WP_002371619,(ebpA) endocarditis and biofilm-associated pilus tip protein EbpA [Ebp pili (VF0538) - Adherence (VFC0001)] [Enterococcus faecalis D32],,,,
SRR5240589,Ambulances,SRR5240589_bin.2,xx112,Enterococcus faecalis DENG1 (taxid 1287066),EF3023,2,VFG045666(gb,WP_014862428),99.8,1049,2,0,3148,2,1,1049,0,2061,gb|WP_014862428,(EF3023) polysaccharide lyase  family 8 [Hyaluronidase (VF0359) - Exoenzyme (VFC0251)] [Enterococcus faecalis D32] ,,,,
SRR5240589,Ambulances,SRR5240589_bin.2,xx125,Enterococcus faecalis OG1RF (taxid 474186),gelE,1,VFG045660(gb,WP_002371937),99.8,510,1,0,23720,22191,1,510,0,993,gb|WP_002371937,(gelE) coccolysin [Gelatinase (VF0357) - Exoenzyme (VFC0251)] [Enterococcus faecalis D32],,,,
